symbol,interval,total_trades,winning_trades,losing_trades,win_rate,total_return,final_capital,avg_win,avg_loss,profit_factor,avg_confidence
BTCUSDT,15m,0,0,0,0.0,0.0,220.0,,,,
BTCUSDT,1h,0,0,0,0.0,0.0,220.0,,,,
BTCUSDT,4h,1,1,0,100.0,12.064021746101925,246.54084784142424,26.551620259484352,0.0,26.551620259484352,80.0
ETHUSDT,15m,2,0,2,0.0,-12.270509011652177,193.0048801743652,0.0,-13.48721543909675,0.0,75.0
ETHUSDT,1h,3,1,2,33.33333333333333,-8.643733340783655,200.98378665027596,41.116754289920905,-30.049404629846443,0.6841525613635929,80.0
ETHUSDT,4h,2,2,0,100.0,46.211104587853605,321.66443009327793,50.84802466709684,0.0,101.69604933419367,80.0
SOLUSDT,15m,3,1,2,33.33333333333333,-3.830836077693582,211.57216062907412,18.30108615271573,-13.348494900352364,0.6855112238995811,76.66666666666667
SOLUSDT,1h,2,1,1,50.0,0.5649665835502111,221.24292648381046,27.708237979646217,-26.442872119822333,1.0478528147052275,70.0
SOLUSDT,4h,1,0,1,0.0,-10.550643696957344,196.78858386669384,0.0,-23.20067052348734,0.0,70.0
